Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
q3EKw7A8H3YZTSHCkxHtrAfFZ13EqHDWBurCkPpWMkMkqX9AXM4KVzdbQyv3CPC3gZ9JAk2v7EKtQWUJwqYASEw,1767574347,2026-01-05T00:52:27.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,189002274,out,189.32,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
q3EKw7A8H3YZTSHCkxHtrAfFZ13EqHDWBurCkPpWMkMkqX9AXM4KVzdbQyv3CPC3gZ9JAk2v7EKtQWUJwqYASEw,1767574347,2026-01-05T00:52:27.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,189002274,in,189.32,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
q3EKw7A8H3YZTSHCkxHtrAfFZ13EqHDWBurCkPpWMkMkqX9AXM4KVzdbQyv3CPC3gZ9JAk2v7EKtQWUJwqYASEw,1767574347,2026-01-05T00:52:27.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,1402069350,out,190.17,9,So11111111111111111111111111111111111111112,1.0
q3EKw7A8H3YZTSHCkxHtrAfFZ13EqHDWBurCkPpWMkMkqX9AXM4KVzdbQyv3CPC3gZ9JAk2v7EKtQWUJwqYASEw,1767574347,2026-01-05T00:52:27.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,1418270946,out,192.37,9,SOL,1.0
q3EKw7A8H3YZTSHCkxHtrAfFZ13EqHDWBurCkPpWMkMkqX9AXM4KVzdbQyv3CPC3gZ9JAk2v7EKtQWUJwqYASEw,1767574347,2026-01-05T00:52:27.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,CqPp6NZgX78C3RmbVPMsmLRaNcoEfjL4VL7yyWfRrUqN,2074080,out,0.2813,9,SOL,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmFmfqQwZGEUZeF3i3MqbRCDiGPfshtbdoBjk41k88,1000000,out,0.1348,9,SOL,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,5vPNE6VFyXmCmzmWotdxmRk57LEWiXxuAfZL3hKbi2LH,15456095,out,2.0832,9,SOL,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,CLOSE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,1547648806,out,208.6,9,SOL,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,1545609526,in,208.32,9,So11111111111111111111111111111111111111112,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,209397962,out,209.58,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,TRANSFER,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,209397962,in,209.58,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,38259727217740,out,209.58,6,FT7ueDZ29QhdPWW1AugpcmLHM2iiUn82rSkL5vvZbonk,1.0
455TNSYRNhWVFN82QToF7iF72UFZBodzu4vTpgbwfoPqktPTxahXDjvAU7uu82neCdC3o5saoejauRkZGEHiCqrf,1767574236,2026-01-05T00:50:36.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,2039280,out,0.2749,9,SOL,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmQTWU68qZ4fuG7zzkCXCBmxxeHVZrNrLkgxEFCbRv,5000000,out,0.6739,9,SOL,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3PvqoztjnRxaAiFmLuEfqZkU4GSbjUareks8S2xCZaTa,13568201,out,1.8288,9,SOL,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,CLOSE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,15607481,out,2.1036,9,SOL,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,TRANSFER,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,38259727217740,in,181.23,6,FT7ueDZ29QhdPWW1AugpcmLHM2iiUn82rSkL5vvZbonk,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,181079116,out,181.23,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,181079116,in,181.23,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,1343251909,out,181.05,9,So11111111111111111111111111111111111111112,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,1358859390,out,183.15,9,SOL,1.0
25WBZCVkTtzLrWnuWwH4A4WXhF4n5WBLMpFkwm6nAQubqTZviCN6GkRHracYToYuuP62xGVxiihLXtoZfbLyK4z4,1767574229,2026-01-05T00:50:29.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,EYhnEZ5C9U2CcA4hs4qUYs5JnzS71q2sidD76Wxi1tCy,2039280,out,0.2749,9,SOL,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmMdWvgEnN3NFrxMfTqUURzj9NLhZL2DkHkWCdgiFV,1000000,out,0.1348,9,SOL,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3PvqoztjnRxaAiFmLuEfqZkU4GSbjUareks8S2xCZaTa,50604566,out,6.8206,9,SOL,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,CLOSE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,5062495901,out,682.34,9,SOL,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,5060456621,in,682.06,9,So11111111111111111111111111111111111111112,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,683368207,out,683.95,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,TRANSFER,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,683368207,in,683.95,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,2376286710722,out,399.47,6,48VanRz8VstvdjxEZDMGesKnWoEbmo7rjLq7CvnLbonk,1.0
44HH4rc4HtgUKXd5sc8EKgLNKKwikLaVoNQH7VvcYvSor38SBGwJyEQ4dnCkUdcioYFT4BYXS7jU58hT4CcYHifK,1767574121,2026-01-05T00:48:41.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,2039280,out,0.2749,9,SOL,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmFmfqQwZGEUZeF3i3MqbRCDiGPfshtbdoBjk41k88,5000000,out,0.6739,9,SOL,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3Tu1Y9aNveLFN4WTAwnAwXL6tbUp5MMe3RxyybG4jTAS,50000000,out,6.7392,9,SOL,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,CLOSE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,52039280,out,7.014,9,SOL,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,TRANSFER,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,2376286710722,in,399.47,6,48VanRz8VstvdjxEZDMGesKnWoEbmo7rjLq7CvnLbonk,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,664648406,out,665.21,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,664648406,in,665.21,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,4950000000,out,667.18,9,So11111111111111111111111111111111111111112,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,5002039280,out,674.19,9,SOL,1.0
E6yUfoy23CWBUx3DivibszGtkxY1e6cziSQ9HcRwzzJ5V4oPSMMXGeDEHksyfE5FftuQtPU5eZNeKWdptjzG2x5,1767574104,2026-01-05T00:48:24.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,5TJQedP98Vu7ogUzcTXRVg6XoV37M29zTBAPQYP575n1,2039280,out,0.2749,9,SOL,1.0
TcFSEqipu9b9QT1HLytkjXWkx6R9pUJKuQu6DsZmoHXgWjs47npFXUvvELDZPnwjUU5PQHtfHBUKQdjtPeKigJC,1767561415,2026-01-04T21:16:55.000Z,TRANSFER,7WhMmkuJ6iAvgBmTxKeYMAjH4AXyUW5aaqDxSVamvKaN,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,105248632491,in,101.13,6,CSCmw1b4wfD8nafnGRGCpGKXdo53k9ZoPbWquLLa2D5a,1.0
3u3izpqJsFWUQgDr5fRd8crW9yoUgHe6g18QPwrP7ea3mqheMJBAM5jR4g3AS5UQx4UkbprNHqNSvKvvGMmtP9Z3,1767561357,2026-01-04T21:15:57.000Z,TRANSFER,2ougJmZ88EP3bPaRdtTZhrVQrpi7ozVUNG8TuoKMznyc,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,116568258015,in,141.03,6,GHeTNn7y4Q8oy7en5tsyDLZXwYf4xaoSqEU1RQn58eiS,1.0
4dFLDSdks2heRm9KWTMsmmK7yHFjhZNBy2TG1eJVMK5rdNz4AH1UWnEeLqY7xeoLbR7eoXYNMsCs5AXgsyBC3TU1,1767561301,2026-01-04T21:15:01.000Z,TRANSFER,3f62QSAiYfesZ26X6dtDwi35hbucYPjkThXjP5rcs8AD,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,112948460100,in,197.75,6,7xVPvzcc8ao2D4FGVBfr2dGY6B3B4CZJmxVXBTFbZfy5,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmD4LFJopAcbRKCKsrrmovCZZzmKQCMEfs5qEXj8dG,1000000,out,0.1339,9,SOL,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,HkJYryz2BNeMQfuuSWDYktWt5fZLV26eK6nqu7EJycoG,37988307,out,5.0874,9,SOL,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,CLOSE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3800870038,out,509.02,9,SOL,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3798830758,in,508.74,9,So11111111111111111111111111111111111111112,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,509488503,out,510.04,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,TRANSFER,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,509488503,in,510.04,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,15984448046277,out,1103.29,6,7BagQaDS4ejzcpqzYKYqC1exU18mHkv28N11JAaiR3wc,1.0
g3zCWTuEuALx6QMEhAdCLJ4cLwDk9ofETn8GCV54oAxeqLoJ3CPHcVfjTV91xdMavtb6NXAK4AydPdeGeZS8VpC,1767560554,2026-01-04T21:02:34.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,2039280,out,0.2731,9,SOL,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmWxBPqgRmcBN2cV12quqaQzsk16SazVXq8397KFKu,1000000,out,0.1339,9,SOL,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,EqGzowSp6cKAsMSRyyrFTaBxnZEVeNY81LC18YFy8Cx9,28068526,out,3.759,9,SOL,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,CLOSE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,2808891890,out,376.17,9,SOL,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,TRANSFER,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,2806852610,in,375.9,9,So11111111111111111111111111111111111111112,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,376444896,out,376.85,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,TRANSFER,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,376444896,in,376.85,6,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,15984448046276,out,1103.29,6,7BagQaDS4ejzcpqzYKYqC1exU18mHkv28N11JAaiR3wc,1.0
5GrFyqL7Dd9vrkmTAU5po89y74Yp5FEr7dzSss6cL1SrhLRuchRe1RDR9EywGBuhA55UGwQ9H4Wnx1Ww8fb5GhGp,1767560537,2026-01-04T21:02:17.000Z,CREATE ACCOUNT,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,3xv2MYkfm1vbn2cMf4svHeZxFQ8aVEcMWNyhNSjEmE9D,2039280,out,0.2731,9,SOL,1.0
fhyeMnTfE1BZhpCyMc3rg1r75XKrfToskQNRQ1MxVwyAN25YgsTgpHFxqqKCdUegNnVUL3zkUo8Q5rfGTksuwiC,1767560477,2026-01-04T21:01:17.000Z,TRANSFER,AstaWuJuQiAS3AfqmM3xZxrJhkkZNXtW4VyaGQfqV6JL,axmWxBPqgRmcBN2cV12quqaQzsk16SazVXq8397KFKu,5000000,out,0.6696,9,SOL,1.0
